State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,yield,N,P,K,pH,Average_Temperature,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec
Maharashtra,BHANDARA,2013,Whole Year,Sugarcane,600.0,36100.0,60.16666666666666,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BHANDARA,2014,Whole Year,Sugarcane,6700.0,490800.0,73.25373134328358,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,1998,Kharif,Sugarcane,800.0,65100.0,81.375,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,1999,Whole Year,Sugarcane,1000.0,94600.0,94.6,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2000,Whole Year,Sugarcane,1200.0,103600.0,86.33333333333333,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2001,Whole Year,Sugarcane,1100.0,89400.0,81.27272727272727,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2002,Whole Year,Sugarcane,1300.0,84000.0,64.61538461538461,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2003,Whole Year,Sugarcane,1000.0,69200.0,69.2,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2004,Whole Year,Sugarcane,700.0,57100.0,81.57142857142857,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2005,Kharif,Sugarcane,300.0,11600.0,38.66666666666666,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2007,Whole Year,Sugarcane,28.0,1653.0,59.035714285714285,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2008,Kharif,Sugarcane,2200.0,122900.0,55.86363636363637,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2008,Whole Year,Sugarcane,2200.0,122900.0,55.86363636363637,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2009,Kharif,Sugarcane,1400.0,97400.0,69.57142857142857,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2010,Kharif,Sugarcane,1000.0,61000.0,61.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2011,Whole Year,Sugarcane,300.0,17500.0,58.333333333333336,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2012,Whole Year,Sugarcane,100.0,4400.0,44.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2013,Whole Year,Sugarcane,100.0,8100.0,81.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,BULDHANA,2014,Whole Year,Sugarcane,300.0,18700.0,62.333333333333336,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,CHANDRAPUR,2014,Whole Year,Sugarcane,100.0,9000.0,90.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,1997,Kharif,Sugarcane,9800.0,8144.0,0.8310204081632653,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,1998,Kharif,Sugarcane,10500.0,756100.0,72.00952380952381,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,1999,Whole Year,Sugarcane,5600.0,452000.0,80.71428571428571,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2000,Whole Year,Sugarcane,5300.0,381600.0,72.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2001,Whole Year,Sugarcane,4400.0,281900.0,64.06818181818181,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2002,Whole Year,Sugarcane,4800.0,292000.0,60.833333333333336,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2003,Whole Year,Sugarcane,5000.0,311600.0,62.32,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2004,Whole Year,Sugarcane,3500.0,205700.0,58.77142857142857,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2005,Kharif,Sugarcane,5700.0,355000.0,62.280701754385966,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2007,Whole Year,Sugarcane,128.0,8201.0,64.0703125,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2008,Kharif,Sugarcane,7900.0,442800.0,56.050632911392405,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2008,Whole Year,Sugarcane,7900.0,442800.0,56.050632911392405,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2009,Kharif,Sugarcane,4600.0,350400.0,76.17391304347827,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2010,Kharif,Sugarcane,5300.0,442600.0,83.50943396226415,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2011,Whole Year,Sugarcane,5200.0,359600.0,69.15384615384616,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2012,Whole Year,Sugarcane,5300.0,434100.0,81.90566037735849,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2013,Whole Year,Sugarcane,6500.0,536900.0,82.6,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,DHULE,2014,Whole Year,Sugarcane,7000.0,438400.0,62.62857142857143,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GADCHIROLI,2014,Whole Year,Sugarcane,100.0,9900.0,99.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2000,Whole Year,Sugarcane,700.0,47300.0,67.57142857142857,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2001,Whole Year,Sugarcane,500.0,24200.0,48.4,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2002,Whole Year,Sugarcane,500.0,23000.0,46.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2003,Whole Year,Sugarcane,500.0,28800.0,57.6,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2004,Whole Year,Sugarcane,400.0,26900.0,67.25,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2005,Kharif,Sugarcane,200.0,5400.0,27.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2007,Whole Year,Sugarcane,4.0,269.0,67.25,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2008,Kharif,Sugarcane,400.0,17800.0,44.5,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2008,Whole Year,Sugarcane,400.0,17800.0,44.5,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2009,Kharif,Sugarcane,300.0,23800.0,79.33333333333333,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2010,Kharif,Sugarcane,400.0,21600.0,54.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2011,Whole Year,Sugarcane,400.0,25400.0,63.5,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2012,Whole Year,Sugarcane,200.0,16600.0,83.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2013,Whole Year,Sugarcane,300.0,21500.0,71.66666666666667,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,GONDIA,2014,Whole Year,Sugarcane,1500.0,97000.0,64.66666666666667,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,1999,Whole Year,Sugarcane,20800.0,1614000.0,77.59615384615384,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2000,Whole Year,Sugarcane,15800.0,1059200.0,67.0379746835443,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2001,Whole Year,Sugarcane,16400.0,1274500.0,77.71341463414635,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2002,Whole Year,Sugarcane,16300.0,1230000.0,75.4601226993865,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2003,Whole Year,Sugarcane,13800.0,807600.0,58.52173913043478,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2004,Whole Year,Sugarcane,6900.0,424600.0,61.53623188405797,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2005,Kharif,Sugarcane,7700.0,549300.0,71.33766233766234,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2007,Whole Year,Sugarcane,177.0,11593.0,65.49717514124293,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2008,Kharif,Sugarcane,8100.0,303000.0,37.407407407407405,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2008,Whole Year,Sugarcane,8100.0,303000.0,37.407407407407405,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2009,Kharif,Sugarcane,7900.0,469500.0,59.43037974683544,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2010,Kharif,Sugarcane,4600.0,303600.0,66.0,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2011,Whole Year,Sugarcane,8400.0,556800.0,66.28571428571429,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2012,Whole Year,Sugarcane,9000.0,678500.0,75.38888888888889,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2013,Whole Year,Sugarcane,7200.0,516500.0,71.73611111111111,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,HINGOLI,2014,Whole Year,Sugarcane,15200.0,855700.0,56.29605263157895,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,1997,Kharif,Sugarcane,10900.0,8758.0,0.8034862385321101,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,1998,Kharif,Sugarcane,10700.0,1024300.0,95.72897196261682,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,1999,Whole Year,Sugarcane,9400.0,871500.0,92.7127659574468,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2000,Whole Year,Sugarcane,14500.0,1203400.0,82.99310344827586,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2001,Whole Year,Sugarcane,13500.0,1007400.0,74.62222222222222,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2002,Whole Year,Sugarcane,12000.0,855000.0,71.25,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2003,Whole Year,Sugarcane,13000.0,439900.0,33.83846153846154,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2004,Whole Year,Sugarcane,14900.0,922600.0,61.91946308724832,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2005,Kharif,Sugarcane,17000.0,1099000.0,64.6470588235294,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2007,Whole Year,Sugarcane,224.0,14884.0,66.44642857142857,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2008,Kharif,Sugarcane,11700.0,764800.0,65.36752136752136,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2008,Whole Year,Sugarcane,11700.0,764800.0,65.36752136752136,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2009,Kharif,Sugarcane,9600.0,675400.0,70.35416666666667,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2010,Kharif,Sugarcane,11200.0,877000.0,78.30357142857143,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2011,Whole Year,Sugarcane,11200.0,820000.0,73.21428571428571,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2012,Whole Year,Sugarcane,11000.0,759100.0,69.00909090909092,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2013,Whole Year,Sugarcane,11700.0,883200.0,75.48717948717949,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALGAON,2014,Whole Year,Sugarcane,7900.0,553600.0,70.07594936708861,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,1998,Kharif,Sugarcane,6700.0,543100.0,81.05970149253731,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,1999,Whole Year,Sugarcane,12700.0,960800.0,75.65354330708661,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2000,Whole Year,Sugarcane,16000.0,1241700.0,77.60625,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2001,Whole Year,Sugarcane,12700.0,797200.0,62.77165354330709,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2002,Whole Year,Sugarcane,16200.0,1122000.0,69.25925925925925,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2003,Whole Year,Sugarcane,7300.0,339700.0,46.53424657534247,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2004,Whole Year,Sugarcane,4600.0,356000.0,77.3913043478261,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2005,Kharif,Sugarcane,10400.0,723800.0,69.59615384615384,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2007,Whole Year,Sugarcane,251.0,19014.0,75.75298804780877,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2008,Kharif,Sugarcane,20400.0,1452400.0,71.19607843137256,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2008,Whole Year,Sugarcane,20400.0,1452400.0,71.19607843137256,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2009,Kharif,Sugarcane,18200.0,1693700.0,93.06043956043956,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2010,Kharif,Sugarcane,19300.0,1192700.0,61.7979274611399,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2011,Whole Year,Sugarcane,18700.0,1306400.0,69.86096256684492,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2012,Whole Year,Sugarcane,12800.0,802600.0,62.703125,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2013,Whole Year,Sugarcane,13500.0,972300.0,72.02222222222223,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,JALNA,2014,Whole Year,Sugarcane,21100.0,1007500.0,47.74881516587678,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,1998,Kharif,Sugarcane,94700.0,9030400.0,95.35797254487856,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,1999,Whole Year,Sugarcane,91900.0,9107900.0,99.10663764961916,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2000,Whole Year,Sugarcane,89700.0,8158300.0,90.95094760312152,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2001,Whole Year,Sugarcane,101900.0,9196600.0,90.25122669283613,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2002,Whole Year,Sugarcane,98400.0,8421000.0,85.57926829268293,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2003,Whole Year,Sugarcane,86900.0,4918400.0,56.59838895281933,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2004,Whole Year,Sugarcane,76300.0,6529400.0,85.57536041939711,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2005,Kharif,Sugarcane,94500.0,7229300.0,76.5005291005291,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2007,Whole Year,Sugarcane,1139.0,97426.0,85.53643546971027,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2008,Kharif,Sugarcane,102500.0,8461300.0,82.54926829268292,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2008,Whole Year,Sugarcane,102500.0,8461300.0,82.54926829268292,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
Maharashtra,KOLHAPUR,2009,Kharif,Sugarcane,112700.0,9810000.0,87.0452528837622,75.0,43.0,26.0,7.1,26.408333333333335,23.9,24.7,26.7,28.2,29.0,27.4,25.9,25.6,26.1,27.3,27.0,25.1
